0;100.8460214138031;7116;-12400226.318603516;-1742.5837996913317;0.4699908494949341;-0.03672086447477341;0.5078030824661255;-0.0010913715232163668
1;87.1720712184906;6961;-11844471.585876465;-1701.5474193185555;0.5427061915397644;0.036778055131435394;0.5069873332977295;-0.0010591448517516255
2;89.0980281829834;6874;-12014648.861206055;-1747.8395201056233;0.5732026696205139;0.06420291215181351;0.5100239515304565;-0.0010242126882076263
3;91.81006169319153;6905;-12128524.811401367;-1756.4844042579823;0.589165449142456;0.0761900544166565;0.513990044593811;-0.0010146787390112877
4;92.90516400337219;7295;-12633720.235412598;-1731.8327944362711;0.5863664150238037;0.07753042131662369;0.5098423957824707;-0.001006438280455768
5;89.61628818511963;6925;-11629911.688842773;-1679.4096301578013;0.6061270236968994;0.09752029180526733;0.5095882415771484;-0.0009815300581976771
6;91.69308614730835;7231;-12318646.965148926;-1703.5882955537168;0.6747896671295166;0.16092495620250702;0.5148105621337891;-0.0009458533022552729
7;92.50153112411499;7152;-11816339.043395996;-1652.17268503859;0.6684973835945129;0.16015812754631042;0.5092665553092957;-0.0009272627648897469
8;92.0162456035614;7167;-11728895.354980469;-1636.5139326050605;0.6708484292030334;0.15444326400756836;0.5173032283782959;-0.0008980919956229627
9;94.572669506073;7187;-11231339.502075195;-1562.7298597572276;0.637532651424408;0.11469601094722748;0.5236842632293701;-0.0008476387592963874
10;94.6715784072876;7175;-10890277.793762207;-1517.8087517438616;0.5951293110847473;0.0780441015958786;0.517856776714325;-0.00077158457133919
11;92.65684533119202;7146;-10674735.361206055;-1493.8056760713762;0.5774832367897034;0.05933144688606262;0.5188558101654053;-0.0007039878983050585
12;92.8457510471344;7073;-10080452.552978516;-1425.2018313273738;0.5395396947860718;0.025436468422412872;0.5147196650505066;-0.0006164583610370755
13;97.31959843635559;7049;-9961882.985656738;-1413.2335062642558;0.5243094563484192;0.009479019790887833;0.51537024974823;-0.0005398448556661606
14;94.8576967716217;6824;-9152011.319213867;-1341.150545019617;0.47615694999694824;-0.025562940165400505;0.5021585822105408;-0.0004386932705529034
0;89.55763936042786;6846;-9361910.694030762;-1367.500831731049;0.4719356894493103;-0.035291872918605804;0.5075945258140564;-0.00036695782910101116
1;91.28772687911987;6556;-8563805.189331055;-1306.2546048400022;0.4608991742134094;-0.048538509756326675;0.5097166299819946;-0.0002789644349832088
2;93.41739749908447;6797;-8740609.033813477;-1285.9510127723227;0.47181132435798645;-0.04018690437078476;0.5122055411338806;-0.00020730771939270198
3;92.79127883911133;6786;-8581660.579223633;-1264.6125227267364;0.4752230942249298;-0.033378176391124725;0.508748471736908;-0.00014719237515237182
4;95.36953926086426;6520;-8142251.319946289;-1248.8115521390014;0.48867136240005493;-0.026217568665742874;0.514990508556366;-0.00010156958887819201
5;93.72733855247498;6377;-7620831.159301758;-1195.0495780620602;0.49350255727767944;-0.01740812323987484;0.510979413986206;-6.871386722195894e-05
6;96.19183874130249;6435;-7795056.198120117;-1211.3529445408108;0.5000444650650024;-0.014016147702932358;0.5141097903251648;-4.9193698941962793e-05
7;94.22523641586304;6508;-7832035.981628418;-1203.4474464702548;0.5056648254394531;-0.016140764579176903;0.5218397974967957;-3.423230737098493e-05
8;93.92469263076782;6412;-7620051.817443848;-1188.404837405466;0.5142512917518616;-0.010830476880073547;0.5251060128211975;-2.426558785373345e-05
9;95.21244621276855;6372;-7501563.7451171875;-1177.2698909474557;0.5149185061454773;-0.0115456972271204;0.5264816880226135;-1.748794238665141e-05
10;94.33642148971558;6330;-7447183.684265137;-1176.4903134700057;0.5254312753677368;-0.0038045989349484444;0.5292485952377319;-1.2687925845966674e-05
11;94.7251570224762;6378;-7491952.613342285;-1174.6554740266988;0.5300161838531494;-0.00696234405040741;0.5369877219200134;-9.196537575917318e-06
12;94.99383997917175;6464;-7635566.2404174805;-1181.2447772923083;0.5313248634338379;-0.010127858258783817;0.5414596199989319;-6.891812518006191e-06
13;95.22658681869507;6335;-7478824.360534668;-1180.5563315761117;0.5361426472663879;-0.005586452782154083;0.5417342185974121;-5.109042376716388e-06
14;95.11862921714783;6378;-7491952.613342285;-1174.6554740266988;0.548137903213501;0.002333040814846754;0.5458086133003235;-3.751049462152878e-06
